0.0000e+00,1.5095e+09,6.5439e-02,1.5095e+09,6.9469e+01,1.5000e+01
1.0000e+00,1.5095e+09,9.3614e-02,1.5095e+09,5.2451e+02,0.0000e+00
2.0000e+00,1.5095e+09,2.5201e-01,1.5095e+09,2.5221e+02,8.0000e+00
3.0000e+00,1.5095e+09,1.1711e-01,1.5095e+09,2.6647e+01,4.0000e+01
4.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
5.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
6.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
7.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
8.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
9.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
1.0000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
1.1000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
1.2000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
1.3000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
1.4000e+01,1.5095e+09,0.0000e+00,0.0000e+00,0.0000e+00,4.0000e+00
1.5000e+01,1.5095e+09,1.4845e-01,1.5095e+09,1.0732e+02,1.9000e+01
1.6000e+01,1.5095e+09,1.0000e-01,1.5095e+09,2.6122e+02,4.0000e+00
1.7000e+01,1.5095e+09,1.2248e-01,1.5095e+09,5.4663e+00,4.0000e+00
1.8000e+01,1.5095e+09,1.1330e-01,1.5095e+09,3.4268e+02,3.0000e+00
1.9000e+01,1.5095e+09,1.2579e-01,1.5095e+09,5.6120e+01,1.9000e+01
2.0000e+01,1.5095e+09,7.8120e-02,1.5095e+09,0.0000e+00,1.0000e+00
2.1000e+01,1.5095e+09,9.8960e-02,1.5095e+09,2.0928e+02,5.0000e+00
2.2000e+01,1.5095e+09,7.8130e-02,1.5095e+09,9.6134e+01,1.1000e+01
2.3000e+01,1.5095e+09,9.3577e-02,1.5095e+09,1.1742e+02,9.0000e+00
2.4000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
2.5000e+01,1.5095e+09,7.8134e-02,1.5095e+09,6.1146e+00,4.0000e+00
2.6000e+01,1.5095e+09,8.1259e-02,1.5095e+09,1.1749e+02,9.0000e+00
2.7000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
2.8000e+01,1.5095e+09,1.0269e-01,1.5095e+09,8.2287e+01,1.3000e+01
2.9000e+01,1.5095e+09,1.0415e-01,1.5095e+09,8.1276e+01,1.3000e+01
3.0000e+01,1.5095e+09,8.8542e-02,1.5095e+09,5.1362e+02,2.0000e+00
3.1000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
3.2000e+01,1.5095e+09,1.0626e-01,1.5095e+09,2.5948e+02,4.0000e+00
3.3000e+01,1.5095e+09,1.3647e-01,1.5095e+09,7.5754e+01,1.4000e+01
3.4000e+01,1.5095e+09,1.1842e-01,1.5095e+09,5.8661e+01,1.8000e+01
3.5000e+01,1.5095e+09,5.6251e-02,1.5095e+09,2.5851e+02,4.0000e+00
3.6000e+01,1.5095e+09,8.8541e-02,1.5095e+09,5.1038e+02,2.0000e+00
3.7000e+01,1.5095e+09,1.3370e-01,1.5095e+09,1.3335e+02,8.0000e+00
3.8000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
3.9000e+01,1.5095e+09,3.9067e-02,1.5095e+09,0.0000e+00,1.0000e+00
4.0000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
4.1000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
4.2000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
4.3000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
4.4000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
4.5000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
4.6000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
4.7000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
4.8000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
4.9000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
5.0000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
5.1000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
5.2000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
5.3000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
5.4000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
5.5000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
5.6000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
5.7000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
5.8000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
5.9000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
6.0000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
6.1000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
6.2000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
6.3000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
6.4000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
6.5000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
6.6000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
6.7000e+01,1.5095e+09,9.8970e-02,1.5095e+09,2.1127e+02,5.0000e+00
6.8000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
6.9000e+01,1.5095e+09,8.3350e-02,1.5095e+09,5.1496e+02,2.0000e+00
7.0000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
7.1000e+01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00
