ai,5,0.181013250351,0.177994966507,0.000344682571796
al,5,0.151452112198,0.162362098694,0.000720724233855
an,19,0.201728682769,0.162362337112,0.0112219511509
ap,5,0.151269197464,0.140381097794,0.00139953140493
ar,12,0.217504302661,0.200288772583,0.00849370033705
as,15,0.206081088384,0.199814081192,0.00187598171018
at,18,0.198385159175,0.199772357941,0.00491499589105
be,4,0.252518951893,0.249469518661,0.00150502720026
bo,3,0.135469198227,0.137758016586,0.000358967267914
bu,4,0.207813262939,0.21880543232,0.000953792425776
ca,3,0.212500810623,0.18462395668,0.00236443132172
ch,6,0.17256128788,0.194153547287,0.00453025499025
ck,3,0.245748837789,0.184309482574,0.0267776588681
co,4,0.119507074356,0.115571975708,0.00120748056679
de,13,0.260654614522,0.252172231674,0.00372818139446
ea,8,0.172213584185,0.166110157967,0.000959784778525
ed,10,0.255154037476,0.226394176483,0.00592713584423
ee,11,0.222782611847,0.215795278549,0.00318802809421
el,5,0.239835834503,0.215770959854,0.00553255682006
en,11,0.186240087856,0.196287631989,0.0028558275238
ep,3,0.441641966502,0.146686553955,0.304679389642
er,21,0.170513629913,0.152216911316,0.00467432802751
es,6,0.265842119853,0.197695851326,0.0197050482352
et,3,0.194984197617,0.200330495834,0.00153941011018
ev,3,0.33226275444,0.353225231171,0.00203129798132
fe,8,0.198817282915,0.192070007324,0.00138180755512
ga,7,0.271291698728,0.231427431107,0.00943053711036
gh,4,0.124334573746,0.131278991699,0.000269724263111
go,6,0.12981458505,0.126444220543,0.00121577408221
gr,3,0.298744678497,0.262784481049,0.00779751597202
ha,8,0.120886474848,0.132345795631,0.000583654364146
he,46,0.122525111489,0.126724243164,0.00143665769615
hi,7,0.175510236195,0.168844938278,0.00143764304461
ho,4,0.174555718899,0.176575660706,0.000130608358305
ht,4,0.181032180786,0.134179830551,0.0109280279851
id,4,0.238553524017,0.142102003098,0.0492274813925
ig,3,0.128290653229,0.131611824036,0.000128678848967
im,4,0.19591063261,0.199652194977,0.000543928141776
in,18,0.165335708194,0.148183584213,0.00267653177167
ir,6,0.134948452314,0.142587661743,0.000739682404569
is,5,0.138624572754,0.131090402603,0.000810332198529
it,8,0.150417149067,0.142006516457,0.00264405593342
ki,5,0.193851947784,0.18404006958,0.00132005487339
ld,5,0.246916627884,0.18418264389,0.0160116231733
le,11,0.17476940155,0.153016328812,0.00873865504955
ll,6,0.173291444778,0.168737888336,0.000279256343947
me,6,0.153827508291,0.157871961594,0.000694288167953
mo,4,0.180686950684,0.176922559738,0.000229221641613
nd,17,0.138169274611,0.131123304367,0.0010931533128
ne,10,0.145122790337,0.14955496788,0.0015414844364
ng,14,0.143238306046,0.157660484314,0.00237251466794
ni,6,0.161522388458,0.165776014328,0.000313724310513
no,6,0.135636488597,0.137877583504,0.000111872769109
of,7,0.127038104194,0.130922794342,0.000696389211003
ol,4,0.239066839218,0.235580563545,0.000105685815356
om,3,0.167543172836,0.164736747742,0.000252314128545
on,13,0.185215986692,0.162312269211,0.00800623158709
or,9,0.151445733176,0.166857242584,0.00156624401913
ot,5,0.186050462723,0.177993535995,0.00395675065847
ou,9,0.210779031118,0.184452295303,0.00634122136179
ow,7,0.162684747151,0.131578207016,0.00399188005555
pe,3,0.168926477432,0.169038534164,0.000233765024632
pl,5,0.235864257813,0.216287612915,0.00127046939467
pp,7,0.188796418054,0.184540510178,0.000477685324121
rd,14,0.28901883534,0.262727737427,0.00878957740797
re,11,0.149798848412,0.153218507767,0.00206129607764
rn,3,0.194909572601,0.215477705002,0.00130380542788
ro,6,0.172350049019,0.180048704147,0.000555061726931
ry,4,0.229707598686,0.219037890434,0.0042898141995
se,7,0.154275996344,0.152557849884,0.00301581202778
so,6,0.139733831088,0.137530446053,0.000453861116999
st,7,0.29142839568,0.247000932693,0.00638311090293
tc,5,0.30090675354,0.300550222397,0.000266646866766
th,49,0.139845891875,0.120422840118,0.00548586051924
ti,3,0.359162330627,0.192009687424,0.149332079622
to,11,0.120451472022,0.115866661072,0.000628143589852
tr,4,0.236431241035,0.233757138252,0.00123388360295
ul,3,0.355070193609,0.250059843063,0.0393009121439
un,6,0.246407985687,0.247122049332,0.000304602015308
us,3,0.288737773895,0.147115945816,0.0724788555215
ut,7,0.209800004959,0.199682235718,0.00394342205692
ve,7,0.208735908781,0.20051074028,0.000575247943619
wa,16,0.189360871911,0.184393644333,0.000739677121817
we,6,0.2078880469,0.11655831337,0.0236249746742
wh,3,0.205191055934,0.215712785721,0.0023025245887
all,4,0.317504405975,0.323872804642,0.00161590416819
and,12,0.311180730661,0.273849248886,0.011004903073
app,4,0.309904873371,0.30798971653,0.000301522690672
ard,8,0.479045152664,0.450291872025,0.0159930456431
atc,5,0.572621440887,0.569002628326,0.0078612407048
ath,4,0.484471082687,0.499860525131,0.0318122098578
but,4,0.432940781116,0.400347948074,0.00598921631961
den,5,0.467795801163,0.463859081268,0.00370933803729
der,4,0.477806687355,0.439436674118,0.0166970281873
eat,4,0.336488068104,0.347180485725,0.00129880148693
eep,3,0.647064526876,0.362575292587,0.299859798903
ene,3,0.350698788961,0.336841821671,0.00804238451908
ere,4,0.347770571709,0.36848783493,0.00297140467931
ery,3,0.396962006887,0.33798289299,0.0147841856325
eve,3,0.531510512034,0.547707557678,0.00390208101097
fea,4,0.368149280548,0.347029685974,0.0043558077014
gar,6,0.442071358363,0.400185823441,0.0181200501805
ght,4,0.305366754532,0.261016130447,0.0120665984256
gol,3,0.395518620809,0.385021448135,0.00108002038725
hat,3,0.228266398112,0.215475082397,0.00261222914732
hen,4,0.289353728294,0.268905997276,0.00182369068233
her,6,0.231918851535,0.226382493973,0.00139479474138
him,3,0.384038686752,0.38424038887,0.00282768428474
igh,3,0.249089082082,0.247120141983,0.000162505398767
ing,12,0.305007537206,0.282538533211,0.00763410598007
ird,4,0.388078153133,0.384372830391,0.000391112783267
kin,5,0.340051364899,0.332004547119,0.00125227692301
lde,3,0.534603436788,0.553393363953,0.0311164205119
les,4,0.517258107662,0.526782631874,0.0602846821283
mor,4,0.301902413368,0.29246866703,0.00136302312749
ner,4,0.387140929699,0.350164651871,0.0229409620458
nig,3,0.28976337115,0.284717559814,0.000558958684015
nin,3,0.294905026754,0.300109148026,8.47250692194e-05
not,3,0.300116380056,0.316046476364,0.00609567087829
old,3,0.455148458481,0.437726259232,0.00724914376565
one,5,0.283487176895,0.268915653229,0.00467307722456
orn,3,0.333675305049,0.331941843033,0.0024790334161
oun,4,0.48679381609,0.439344882965,0.0151439474773
ple,5,0.43827586174,0.369267225266,0.0271797556979
ppl,5,0.420126676559,0.400791406631,0.00256334315955
rde,8,0.589416533709,0.531762123108,0.0182728609121
ree,6,0.381811936696,0.384783267975,0.000681070057105
rni,3,0.356481631597,0.369198560715,0.00107518700277
row,4,0.307626962662,0.309994697571,0.000519687544738
son,4,0.380234062672,0.300216078758,0.0296186201489
tch,5,0.498599052429,0.522325515747,0.0018513825224
