0.0000000e+00,1.5096312e+09,6.5299519e-02,2.0199052e-01,0.0000000e+00
1.0000000e+00,1.5096312e+09,7.4075222e-02,4.6880007e-02,0.0000000e+00
2.0000000e+00,1.5096312e+09,3.0906200e-01,1.8751592e-01,8.0000000e+00
3.0000000e+00,1.5096312e+09,1.1909480e-01,8.8048872e-02,7.2000000e+01
4.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
5.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
6.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
7.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
8.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
9.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
1.0000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
1.1000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
1.2000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
1.3000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
1.4000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
1.5000000e+01,1.5096312e+09,1.6572892e-01,8.5945060e-02,2.4000000e+01
1.6000000e+01,1.5096312e+09,1.0939060e-01,1.7243413e-01,6.0000000e+00
1.7000000e+01,1.5096312e+09,1.2074863e-01,1.2110235e-01,1.0000000e+01
1.8000000e+01,1.5096312e+09,1.3696005e-01,1.8542354e-01,1.6000000e+01
1.9000000e+01,1.5096312e+09,1.1759719e-01,1.2871704e-01,3.8000000e+01
2.0000000e+01,1.5096312e+09,1.3933935e-01,2.1878115e-01,1.1000000e+01
2.1000000e+01,1.5096312e+09,1.1563225e-01,1.9924539e-01,4.0000000e+00
2.2000000e+01,1.5096312e+09,8.7402591e-02,1.5084826e-01,2.6000000e+01
2.3000000e+01,1.5096312e+09,1.0275692e-01,1.5087167e-01,2.9000000e+01
2.4000000e+01,1.5096312e+09,5.4680467e-02,1.2500715e-01,1.0000000e+00
2.5000000e+01,1.5096312e+09,7.2915157e-02,8.5947037e-02,2.0000000e+00
2.6000000e+01,1.5096312e+09,9.7360922e-02,1.3021996e-01,1.2000000e+01
2.7000000e+01,1.5096312e+09,9.5494642e-02,1.4259582e-01,8.0000000e+00
2.8000000e+01,1.5096312e+09,9.3766679e-02,1.2146126e-01,2.2000000e+01
2.9000000e+01,1.5096312e+09,9.5639496e-02,1.2371020e-01,2.4000000e+01
3.0000000e+01,1.5096312e+09,8.9854360e-02,9.3742767e-02,3.0000000e+00
3.1000000e+01,1.5096312e+09,7.0320249e-02,7.8133583e-02,1.0000000e+00
3.2000000e+01,1.5096312e+09,1.3204503e-01,1.2255381e-01,1.9000000e+01
3.3000000e+01,1.5096312e+09,1.4034017e-01,1.0939130e-01,1.9000000e+01
3.4000000e+01,1.5096312e+09,1.2256970e-01,1.8801736e-01,3.1000000e+01
3.5000000e+01,1.5096312e+09,7.8139623e-02,2.0314386e-01,8.0000000e+00
3.6000000e+01,1.5096312e+09,1.2657218e-01,1.8751531e-01,9.0000000e+00
3.7000000e+01,1.5096312e+09,1.4277990e-01,1.6017902e-01,1.2000000e+01
3.8000000e+01,1.5096312e+09,7.8120470e-02,3.1253099e-02,1.0000000e+00
3.9000000e+01,1.5096312e+09,8.3987355e-02,8.7065765e-02,7.0000000e+00
4.0000000e+01,1.5096312e+09,7.8146458e-02,1.5623260e-01,1.0000000e+00
4.1000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
4.2000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
4.3000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
4.4000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
4.5000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
4.6000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
4.7000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
4.8000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
4.9000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
5.0000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
5.1000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
5.2000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
5.3000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
5.4000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
5.5000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
5.6000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
5.7000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
5.8000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
5.9000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
6.0000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
6.1000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
6.2000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
6.3000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
6.4000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
6.5000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
6.6000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
6.7000000e+01,1.5096311e+09,9.3763868e-02,1.6877193e-01,5.0000000e+00
6.8000000e+01,1.5096311e+09,3.1268239e-02,6.2506580e-01,1.0000000e+00
