0.0000000e+00,1.5096293e+09,6.2500298e-02,7.1885228e-01,0.0000000e+00
1.0000000e+00,1.5096293e+09,6.2458873e-02,2.5393110e-01,0.0000000e+00
2.0000000e+00,1.5096292e+09,1.5627686e-01,6.9537282e-01,2.0000000e+00
3.0000000e+00,1.5096293e+09,1.1123712e-01,1.0840481e-01,1.6000000e+01
4.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
5.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
6.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
7.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
8.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
9.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
1.0000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
1.1000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
1.2000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
1.3000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
1.4000000e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
1.5000000e+01,1.5096293e+09,6.2508186e-02,3.1254411e-02,2.0000000e+00
1.6000000e+01,1.5096292e+09,6.2513908e-02,2.6565552e-01,2.0000000e+00
1.7000000e+01,1.5096292e+09,8.8570436e-02,5.4693222e-02,2.0000000e+00
1.8000000e+01,1.5096293e+09,8.8550488e-02,6.2517643e-02,2.0000000e+00
1.9000000e+01,1.5096293e+09,1.4511023e-01,7.8712026e-02,6.0000000e+00
2.0000000e+01,1.5096292e+09,7.8132152e-02,1.0938883e-01,2.0000000e+00
2.1000000e+01,1.5096293e+09,5.4546118e-02,1.7971003e-01,2.0000000e+00
2.2000000e+01,1.5096293e+09,7.8138256e-02,3.9066911e-02,4.0000000e+00
2.3000000e+01,1.5096292e+09,6.7706823e-02,1.1718714e-01,2.0000000e+00
2.4000000e+01,1.5096293e+09,6.2506676e-02,6.2490582e-02,2.0000000e+00
