ai,9,0.17915391922,0.17915391922,0.0
al,9,0.201818108559,0.201818108559,0.0
an,9,0.140928983688,0.140928983688,0.0
ap,9,0.23905813694,0.23905813694,0.0
ar,9,0.207034945488,0.207034945488,0.0
as,9,0.155506491661,0.155506491661,0.0
at,9,0.289281845093,0.289281845093,0.0
be,9,0.139631032944,0.139631032944,0.0
bi,8,0.429935455322,0.429935455322,0.0
bo,9,0.124456167221,0.124456167221,0.0
bu,9,0.780898094177,0.780898094177,0.0
ca,8,0.262907981873,0.262907981873,0.0
ch,9,0.122674107552,0.122674107552,0.0
ck,9,0.171458005905,0.171458005905,0.0
co,9,0.115905046463,0.115905046463,0.0
de,9,0.147032499313,0.147032499313,0.0
ea,9,0.157615542412,0.157615542412,0.0
ed,9,0.150218963623,0.150218963623,0.0
ee,9,0.132771492004,0.132771492004,0.0
el,9,0.212351441383,0.212351441383,0.0
en,9,0.139769554138,0.139769554138,0.0
ep,9,0.187154054642,0.187154054642,0.0
er,9,0.143913030624,0.143913030624,0.0
es,9,0.186814904213,0.186814904213,0.0
et,8,0.217971086502,0.217971086502,0.0
ev,8,0.185755968094,0.185755968094,0.0
fe,9,0.312221646309,0.312221646309,0.0
ga,9,0.275091171265,0.275091171265,0.0
gh,9,0.113868117332,0.113868117332,0.0
go,9,0.179469108582,0.179469108582,0.0
gr,9,0.302444934845,0.302444934845,0.0
ha,9,0.239197969437,0.239197969437,0.0
he,9,0.135806798935,0.135806798935,0.0
hi,9,0.142229914665,0.142229914665,0.0
ho,9,0.137359976768,0.137359976768,0.0
ht,9,0.1345089674,0.1345089674,0.0
id,9,0.107710838318,0.107710838318,0.0
ig,9,0.215196847916,0.215196847916,0.0
im,9,0.162922978401,0.162922978401,0.0
in,9,0.161983966827,0.161983966827,0.0
ir,9,0.167939543724,0.167939543724,0.0
is,9,0.186971902847,0.186971902847,0.0
it,9,0.259122014046,0.259122014046,0.0
ki,9,0.510447978973,0.510447978973,0.0
ld,9,0.185015201569,0.185015201569,0.0
le,9,0.16068315506,0.16068315506,0.0
ll,9,0.139995455742,0.139995455742,0.0
me,9,0.150691986084,0.150691986084,0.0
mo,8,0.219185471535,0.219185471535,0.0
nd,9,0.150213003159,0.150213003159,0.0
ne,9,0.159331917763,0.159331917763,0.0
