ai,0.00119490339539,0.162802480627
al,0.00362102092321,0.0262550725207
am,0.00176944426408,0.00320847450105
an,0.00082194216901,0.307388308091
ap,0.00596461717596,0.0168379484984
ar,0.00208680149127,0.0456249189232
as,0.00178737078404,0.0155250323311
at,0.00367825709409,0.0423876960383
be,0.00786033926903,0.00368085758634
bi,0.00964690092548,0.0372111607256
bo,0.00357231408815,0.0108633575018
bu,0.0427574469586,0.0312521226188
ca,0.11406087293,0.0475191516297
ch,0.00130966653936,0.00112597191854
ck,0.000531132159396,0.00787415864823
co,0.000669832599128,0.0941913217427
de,0.00139333067654,0.0215317524625
ea,0.00288425973045,0.00951724323676
ed,0.00135388170206,0.0167413642401
ee,0.000887070056828,0.0062750616926
el,0.00117473346184,0.021822998437
en,0.00117821792684,0.0181424329527
ep,0.000535372892679,0.0424883055704
er,0.00103875846775,0.0812655318307
es,0.0023227708411,0.00927497915372
et,0.00206374546431,0.011510732469
fe,0.00512955596913,0.0168894016076
ga,0.00443780293886,0.0130306901071
gh,0.000487872951968,0.00895678242716
go,0.00173606960204,0.046129678757
gr,0.00446208526761,0.0038114170273
ha,0.00197170135663,0.0240652874842
he,0.000835564340584,0.00534245385656
hi,0.00128937015312,0.0111006289069
ho,0.00144510506874,0.0514042690014
ht,0.00069349359161,0.510074189838
id,0.00270222597121,0.00804189607969
ig,0.00178741935263,0.00183142444401
im,0.000669851771079,0.0137615010334
in,0.000843996531582,0.0160907106358
ir,0.00287213947449,0.0109541438576
is,0.00113488356836,0.0322403509108
it,0.00246145560987,1.14546521359
ki,0.0121427637797,0.0119429285405
ld,0.00109729351503,0.0052078663437
le,0.000711367937794,0.00538447380834
ll,0.000321204806675,0.00276599303115
me,0.00549270042846,0.0169508723495
mo,0.00735630132012,0.929841819543
nd,0.00107023023892,0.0229304434393
ne,0.00148182247378,0.00654702285647
ng,0.000788713880579,0.022155505651
ni,0.00133338725225,0.00185317475456
no,0.0015367059836,0.0125243189325
of,0.00280660747845,0.490256466399
ol,0.00145594805634,0.0106873897909
om,0.00315901232461,0.0069644420785
on,0.0132738793497,0.110422128179
or,0.00491170977612,0.0129743165798
ot,0.00917898736266,0.0193441685892
ou,0.00248178908795,0.033318380445
ow,0.0181189597944,0.0234155253819
pe,0.00378551880386,0.0375203973254
pl,0.000925890921818,0.00588831925804
pp,0.000236179273904,0.00666526581131
rd,0.00199304253828,0.0594772476125
re,0.000435688776274,0.00782647145678
rn,0.00145740203723,0.0112812084145
ro,0.000407197287359,0.0105498615493
ry,0.00312506976055,0.00630729067382
se,0.00240381339395,0.307796057035
so,0.00188273095364,0.0200798324951
st,0.00368165994528,0.0567965146483
tc,0.00546964972762,0.00138365953842
th,0.000509202695497,0.0100138828098
to,0.00120312517933,0.0220033737546
tr,0.0036689380598,0.0141848872213
ul,0.00407424363498,0.00698917382668
un,0.00138619742219,0.0203227034084
us,0.0027239311002,0.0212208004977
ut,0.00110392337446,0.584789493529
ve,0.00202010678255,0.0557646439605
wa,0.00120068079158,0.0203340729406
we,0.00383371414297,0.0260007328652
wh,0.00187883979437,0.0272157081828
all,0.0139349320326,0.0336989496482
and,0.00514225308913,0.0579766436789
app,0.00868131824218,0.0194701129564
ard,0.00597575790294,0.0835750370474
atc,0.00863002286646,0.00609062145132
ath,0.0111266220895,0.0448156938383
bir,0.0377620565606,0.0445822380505
but,0.0616312513523,1.22377336839
den,0.0050602104488,0.0402701747065
der,0.00353675416244,0.0434821628016
eat,0.038245784585,0.0691759023376
eep,0.00186642142158,0.0468903907317
ene,0.0059650981589,0.0280963959406
ere,0.00606760132909,0.365455075813
ery,0.0390891493149,0.0137761466228
fea,0.0237046460928,0.0295388373815
gar,0.0093496623762,0.0245337287996
ght,0.00716457185114,0.0158577865268
gol,0.0107419007511,0.0576427440095
hat,0.0205381935157,0.00956386394457
hen,0.00281754311366,0.00274584939731
her,0.00335365725495,0.0363807511034
him,0.00227501606866,0.0350462188336
igh,0.00292130746042,0.00929202236799
ing,0.00304239913025,0.0184960966947
ird,0.00880747253454,0.101794294696
kin,0.0167116275704,0.0139874997726
lde,0.00831224916657,0.00711948490187
les,0.0079552789848,0.0146004900944
mor,0.0152075354497,0.0233931169778
ner,0.00930064343364,0.014980889831
nig,0.0133237864506,0.00339248155434
nin,0.0014089204955,0.000895067358774
not,0.00664511002068,0.0481277145208
old,0.0034319619826,0.00609164199917
one,0.0286907120168,0.00913396871561
orn,0.00139861768086,0.0278914768181
oun,0.0547933213477,0.0848412044354
ple,0.00242562868595,0.0129138553303
ppl,0.00189425938857,0.00935668393461
rde,0.00854574025024,0.092482737197
red,0.00280384898228,0.00918682714322
ree,0.0170524645378,0.0304086724684
rni,0.00126205763323,0.0134095470348
row,0.00303442718724,0.0463842874561
son,0.00612580427649,0.0159722181866
tch,0.00825368852188,0.00182343545777
tha,0.0165688543901,0.0160639317547
the,0.00221132585056,0.0180026725099
tre,0.00796554746162,0.025516187707
und,0.00239017938234,0.0106125191446
ver,0.0135922060285,0.0202081599112
was,0.00353160305318,0.0270026537141
wat,0.0111319475462,0.0187365551344
appl,0.0107899552017,0.0291698620997
arde,0.0112839539533,0.125615355863
atch,0.0160420796924,0.00691631227128
athe,0.0120338588681,0.0443716114084
bird,0.0545605998417,0.0491629486433
dene,0.0139988967505,0.0499617758875
eath,0.0464432588201,0.0737922426493
ener,0.0131071481557,0.0306385446049
ered,0.00880468728983,0.019638732091
feat,0.0656121627438,0.0210373590859
gard,0.0237377274733,0.0996014999282
gold,0.0177415400161,0.0584198083958
ight,0.0449920611946,0.0124415674837
king,0.0258154908763,0.0157052635786
lden,0.00905170842667,0.0916644381544
morn,0.0268357860066,0.0387516942482
nigh,0.0157669682194,0.0105643094541
ning,0.00457554392375,0.0489031253927
olde,0.00620991698549,0.00905475236402
orni,0.0036629662467,0.0270865776759
ples,0.0143366868239,0.0293652646604
pple,0.00347947551534,0.0160604184463
rden,0.0174341234925,0.19225013396
rnin,0.00528046229672,0.0112906678875
that,0.0779550852493,0.0141977722805
then,0.00232346199133,0.00113627946161
ther,0.00606422465376,0.0728339899464
tree,0.0153820486575,0.055303758862
very,0.0532819446394,0.0315611770813
watc,0.0135640891607,0.020162963004
ev,0.00524134335649,0.0588841235544
eve,0.0160731376296,0.0797373703714
ever,0.0354460488254,0.0945748532951
ti,0.00255316088587,0.0616230067346
ai,0.00119490339539,0.162802480627
al,0.00362102092321,0.0262550725207
am,0.00176944426408,0.00320847450105
an,0.00082194216901,0.307388308091
ap,0.00596461717596,0.0168379484984
ar,0.00208680149127,0.0456249189232
as,0.00178737078404,0.0155250323311
at,0.00367825709409,0.0423876960383
be,0.00786033926903,0.00368085758634
bi,0.00964690092548,0.0372111607256
bo,0.00357231408815,0.0108633575018
bu,0.0427574469586,0.0312521226188
ca,0.11406087293,0.0475191516297
ch,0.00130966653936,0.00112597191854
ck,0.000531132159396,0.00787415864823
co,0.000669832599128,0.0941913217427
de,0.00139333067654,0.0215317524625
ea,0.00288425973045,0.00951724323676
ed,0.00135388170206,0.0167413642401
ee,0.000887070056828,0.0062750616926
el,0.00117473346184,0.021822998437
en,0.00117821792684,0.0181424329527
ep,0.000535372892679,0.0424883055704
er,0.00103875846775,0.0812655318307
es,0.0023227708411,0.00927497915372
et,0.00206374546431,0.011510732469
fe,0.00512955596913,0.0168894016076
ga,0.00443780293886,0.0130306901071
gh,0.000487872951968,0.00895678242716
go,0.00173606960204,0.046129678757
gr,0.00446208526761,0.0038114170273
ha,0.00197170135663,0.0240652874842
he,0.000835564340584,0.00534245385656
hi,0.00128937015312,0.0111006289069
ho,0.00144510506874,0.0514042690014
ht,0.00069349359161,0.510074189838
id,0.00270222597121,0.00804189607969
ig,0.00178741935263,0.00183142444401
im,0.000669851771079,0.0137615010334
in,0.000843996531582,0.0160907106358
ir,0.00287213947449,0.0109541438576
is,0.00113488356836,0.0322403509108
it,0.00246145560987,1.14546521359
ki,0.0121427637797,0.0119429285405
ld,0.00109729351503,0.0052078663437
le,0.000711367937794,0.00538447380834
ll,0.000321204806675,0.00276599303115
me,0.00549270042846,0.0169508723495
mo,0.00735630132012,0.929841819543
nd,0.00107023023892,0.0229304434393
ne,0.00148182247378,0.00654702285647
ng,0.000788713880579,0.022155505651
ni,0.00133338725225,0.00185317475456
no,0.0015367059836,0.0125243189325
of,0.00280660747845,0.490256466399
ol,0.00145594805634,0.0106873897909
om,0.00315901232461,0.0069644420785
on,0.0132738793497,0.110422128179
or,0.00491170977612,0.0129743165798
ot,0.00917898736266,0.0193441685892
ou,0.00248178908795,0.033318380445
ow,0.0181189597944,0.0234155253819
pe,0.00378551880386,0.0375203973254
pl,0.000925890921818,0.00588831925804
pp,0.000236179273904,0.00666526581131
rd,0.00199304253828,0.0594772476125
re,0.000435688776274,0.00782647145678
rn,0.00145740203723,0.0112812084145
ro,0.000407197287359,0.0105498615493
ry,0.00312506976055,0.00630729067382
se,0.00240381339395,0.307796057035
